data,hora,evento,local
16 de janeiro de 2015,10:15,"Encontro do Presidente da República com o Presidente da República de Moçambique, Eng. Filipe Nyusi",""
16 de janeiro de 2015,13:00,"Encontro do Presidente da República com personalidades moçambicanas, seguido de almoço",""
16 de janeiro de 2015,18:00,"Receção em honra da Comunidade Portuguesa
",	Hotel Indy
17 de janeiro de 2015,12:00,"O Presidente da República recebe, em audiência, o Representante da República para a Região Autónoma da Madeira, Juiz Conselheiro Ireneu Cabral Barreto",""
19 de janeiro de 2015,15:30,"O Presidente da República recebe, em audiência, o Presidente do Governo Regional dos Açores, Dr. Vasco Cordeiro ",""
20 de janeiro de 2015,"",O Presidente da República recebe as cartas credenciais de novos Embaixadores em Portugal:,""
20 de janeiro de 2015,10:00,"Embaixadora do Panamá, Sra. Ilka Rosana Varela de Barés",""
20 de janeiro de 2015,10:25,"Embaixador do Chile, German Guerrero Pavez",""
20 de janeiro de 2015,10:50,"Embaixador do Egito, Ali Mohyee Eldin Elashiry",""
20 de janeiro de 2015,11:15,"Embaixador da Paraguai, Julio Enrique Mineur de Witte",""
20 de janeiro de 2015,11:45,"Apresentação conjunta de credenciais pelos Embaixadores Não-Residentes:
- Embaixador das Seychelles, Bernard Francis Shamlaye
- Embaixador do Camboja, Nouth Narang
- Embaixador do Vietname, Nguyen Ngoc Son
- Embaixadora do Gana, Sra. Johanna Odonkor Svanikier",""
20 de janeiro de 2015,"","O Presidente da República recebe cumprimentos de Ano Novo do Presidente, dos Vice-Presidentes e dos Juízes do Supremo Tribunal de Justiça, do Presidente e dos Juízes do Tribunal Constitucional, do Presidente e Juiz do Supremo Tribunal Administrativo",""
20 de janeiro de 2015,15:30,"Presidente, Vice-Presidentes e Juízes do Supremo Tribunal de Justiça",""
20 de janeiro de 2015,15:45,Presidente e Juízes do Tribunal Constitucional,""
20 de janeiro de 2015,16:00,Presidente e Juiz do Supremo Tribunal Administrativo ,""
20 de janeiro de 2015,19:00,"O Presidente da República oferece um jantar aos membros do Corpo Diplomático acreditado em Portugal, por ocasião da apresentação de cumprimentos de Ano Novo
 ","Palácio da Ajuda
"
21 de janeiro de 2015,11:25,"O Presidente da República recebe os cumprimentos de Ano Novo do Corpo Diplomático acreditado em Portugal, proferindo uma intervenção
",Palácio de Queluz
21 de janeiro de 2015,"",O Presidente da República recebe os cumprimentos de Ano Novo do Presidente de Tribunal de Contas e da Procuradora-Geral da República:,""
21 de janeiro de 2015,15:30,- Presidente do Tribunal de Contas - Conselheiro Guilherme d’Oliveira Martins,""
21 de janeiro de 2015,16:00,"- Procuradora-Geral da República - Conselheira Joana Marques Vidal
 ",""
22 de janeiro de 2015,"","O Presidente da República recebe, em audiência, os representantes dos partidos políticos com assento parlamentar na Assembleia Legislativa da Madeira (ALM), com vista à marcação da data das futuras eleições legislativas regionais",""
22 de janeiro de 2015,10:00,PPD/PSD - Partido Social Democrata,""
22 de janeiro de 2015,11:00,CDS/PP - Partido Popular,""
22 de janeiro de 2015,12:00,PS - Partido Socialista,""
22 de janeiro de 2015,15:00,PTP - Partido Trabalhista Português,""
22 de janeiro de 2015,15:30,CDU - Coligação Democrática Unitária,""
22 de janeiro de 2015,16:00,PND - Partido Nova Democracia,""
22 de janeiro de 2015,16:30,PAN - Partido Pessoas-Animais-Natureza,""
22 de janeiro de 2015,17:00,MPT - Partido da Terra,""
22 de janeiro de 2015,18:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal,""
23 de janeiro de 2015,15:00,O Presidente da República confere posse aos Conselheiros de Estado Dr. Vítor Augusto Brinquete Bento e Prof. Doutor Alfredo Bruto da Costa,""
25 de janeiro de 2015,18:00,"O Presidente da República assiste ao Concerto de Homenagem ao Cante Alentejano - “Cantar o Alentejo”
	
","Grande Auditório do Centro Cultural de Belém, Lisboa "
26 de janeiro de 2015,12:45,"O Presidente da República recebe os cumprimentos de Ano Novo dos Chefes dos Estados-Maiores das Forças Armadas, a quem oferece um almoço",""
26 de janeiro de 2015,17:00,O Presidente da República preside à reunião do Conselho de Estado,""
27 de janeiro de 2015,10:30,"O Presidente da República recebe, em audiência, o Presidente do Governo Regional da Madeira, Dr. Alberto João Jardim",""
27 de janeiro de 2015,19:00,"O Presidente da República agracia os fadistas Ana Moura, Carminho, Katia Guerreiro e Ricardo Ribeiro, e o guitarrista e compositor Mário Pacheco com a Comenda da Ordem do Infante D. Henrique

","Museu do Fado, Lisboa"
28 de janeiro de 2015,11:30,"O Presidente da República recebe, em audiência, os subscritores do Manifesto “Por uma democracia de qualidade”",""
29 de janeiro de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal,""
30 de janeiro de 2015,11:45,"O Presidente da República preside às Comemorações do 30.º Aniversário da Transinsular
- visita ao Navio “NM Monte Brasil”
- sessão comemorativa com intervenção do Presidente da República

","Doca e Gare Marítima de Alcântara, Lisboa "
2 de fevereiro de 2015,11:30,"O Presidente da República recebe, em audiência, o Presidente da República de Cabo Verde, Dr. Jorge Carlos Fonseca ",""
4 de fevereiro de 2015,11:30,"O Presidente da República recebe, em audiência, a Direção da Associação Nacional de Escolas Profissionais (ANESPO)",""
5 de fevereiro de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
5 de fevereiro de 2015,21:30,"O Presidente da República assiste ao Concerto Comemorativo dos 40 Anos da Universidade do Minho
","Culturgest – Caixa Geral de Depósitos, Lisboa "
6 de fevereiro de 2015,11:30,"O Presidente da República recebe, em audiência, a Direção da CNA - Confederação Nacional da Agricultura ",""
10 de fevereiro de 2015,11:30,"O Presidente da República recebe, em audiência, o Embaixador de França, Jean-François Blarel, o Presidente da Câmara de Comércio e Indústria Luso-Francesa, Bernard Chantrell, e o Presidente dos Conselheiros do Comércio Exterior da França, Pierre Debourdeau ",""
11 de fevereiro de 2015,10:30,"O Presidente da República preside à Sessão de Abertura do X Congresso Nacional do Milho, proferindo uma intervenção ",""
11 de fevereiro de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
13 de fevereiro de 2015,11:30,"O Presidente da República agracia com o Grau de Comendador da Ordem do Mérito um conjunto de antigos Presidentes de Câmara Municipal:

- Álvaro Pedro, de Alenquer
- António Mendes, de Constância
- Artur Pimentel, de Vila Flor
- Carlos Pinto, da Covilhã
- Carlos Encarnação, de Coimbra
- Eufrázio Filipe, do Seixal
- Francisco Leal, de Olhão
- Francisco Coutinho, da Batalha
- Francisco Araújo, de Arcos de Valdevez
- João Augusto Barradas, de Peniche
- João Teixeira Fernandes, de Murça
- Manuel Frexes, do Fundão
- Maria Amélia Antunes, do Montijo
- Narciso Mota, de Pombal
- Parcídio Summavielle, de Fafe ",""
17 de fevereiro de 2015,11:00,"O Presidente da República recebe, em audiência, a Alta Representante da União Europeia para os Negócios Estrangeiros e Política de Segurança, e Vice-Presidente da Comissão Europeia, Federica Mogherini ",""
17 de fevereiro de 2015,15:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
18 de fevereiro de 2015,"","Visita do Presidente da República aos Concelhos de 
Anadia e de Arouca",""
18 de fevereiro de 2015,11:30,"Inauguração do Centro Escolar de Sangalhos
","		Sangalhos, Anadia"
18 de fevereiro de 2015,12:00,"Visita ao Centro de Alto Rendimento de Anadia
		
		- Intervenção do Presidente da República","		Sangalhos, Anadia
"
18 de fevereiro de 2015,16:00,"Visita à Casa das Pedras Parideiras
","		Aldeia de Castanheira, Serra da Freita, Arouca"
18 de fevereiro de 2015,16:30,"Inauguração do Radar Meteorológico de Arouca
","		Serra da Freita, Arouca "
18 de fevereiro de 2015,"",Homenagem a Personalidades da Vitivinicultura,""
18 de fevereiro de 2015,19:30,"Cerimónia de Condecoração de Personalidades da Vitivinicultura

- Intervenção do Presidente da República ","		Instituto dos Vinhos do Douro e do Porto, Porto
"
19 de fevereiro de 2015,"",Deslocação do Presidente da República à Corunha,""
19 de fevereiro de 2015,13:25,"Assinatura do Memorando de Entendimento para a Adoção do Português como Língua Estrangeira de Opção e Avaliação Curricular no Sistema Educativo Não Universitário da Comunidade Autónoma da Galiza
 
Rúa Tabernas, 11, Coruña

Encontro entre o Presidente da República e o Presidente da Junta da Galiza","Real Academia Galega, Antiga Casa do Consulado,
"
19 de fevereiro de 2015,17:25,"Cerimónia de Entrega das Medalhas de Ouro do Eixo Atlântico do Noroeste Peninsular 2015
 

Medalhas serão entregues pelo Presidente da República e por Sua Majestade o Rei de Espanha","Teatro Rosalía Castro, Rúa do Riego de Agua, 37, Coruña
"
19 de fevereiro de 2015,18:10,"Receção por ocasião da entrega das Medalhas de Ouro do Eixo Atlântico, com a presença do Presidente da República, Dra. Maria Cavaco Silva, Suas Majestades os Reis de Espanha e os Presidentes das Câmaras Municipais e das Alcaldias do Noroeste Peninsular
 
","Palacio Municipal da Coruña, Plaza de María Pita"
20 de fevereiro de 2015,17:45,"O Presidente da República preside à Sessão de Encerramento da Conferência “José Medeiros Ferreira – o cidadão, o político, o historiador”

","Fundação Calouste Gulbenkian, Auditório 2, Lisboa "
23 de fevereiro de 2015,11:30,"O Presidente da República recebe, em audiência, uma delegação da União das Mutualidades Portuguesas",""
24 de fevereiro de 2015,11:30,"O Presidente da República recebe, em audiência, a Administração da Fundação Calouste Gulbenkian",""
25 de fevereiro de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
26 de fevereiro de 2015,12:45,O Presidente da República confere posse ao Conselheiro de Estado Prof. Doutor Alfredo Bruto da Costa,""
26 de fevereiro de 2015,18:00,"O Presidente da República preside à Sessão de Encerramento do 11º Encontro Nacional de Inovação COTEC, proferindo uma intervenção
","Fundação Calouste Gulbenkian, Av. de Berna, Lisboa "
3 de março de 2015,15:30,"O Presidente da República recebe, em audiência, o Primeiro-Ministro da Turquia, Ahmet Davutoglu ",""
5 de março de 2015,17:15,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
6 de março de 2015,19:00,"O Presidente da República recebe o Presidente da República da Hungria, János Áder, que se encontra em Portugal em visita privada ",""
7 de março de 2015,"",Presidente da República nos 125 Anos da Unicer e na inauguração da Requalificação da Frente Marítima de S. Bartolomeu do Mar,""
7 de março de 2015,11:45,"Chegada ao edifício-sede do Centro de Produção de Leça do Balio da Unicer
","Leça do Balio, Matosinhos"
7 de março de 2015,11:55,Visita ao novo armazém automático de logística,""
7 de março de 2015,12:25,"Sessão Comemorativa dos 125 anos da Unicer
- Intervenção do Presidente da República",""
7 de março de 2015,13:00,"Visita à exposição “Unicer – Uma longa história”, no Centro de Exposições
 ",""
7 de março de 2015,15:15,"Inauguração da Requalificação da Frente Marítima de S. Bartolomeu do Mar
 
	- Visita e explicação da obra
	- Intervenção do Presidente da República ","		S. Bartolomeu do Mar, Esposende
"
11 de março de 2015,"","Presidente da República em Jornada dedicada à Floresta Portuguesa: sobreiro, pinheiro, eucalipto",""
11 de março de 2015,09:30,Visita aos viveiros da Herdade de Espirra – Fileira do Eucalipto,""
11 de março de 2015,12:00,Visita à unidade da Corticeira Amorim de Ponte de Sor – Fileira do Sobreiro,""
11 de março de 2015,13:15,"Almoço de trabalho com Produtores e Investigadores da Floresta

- Intervenção do Presidente da República",""
11 de março de 2015,15:15,Visita à Montra Tecnológica da Herdade da Caniceira,""
11 de março de 2015,16:15,Visita à unidade da MADECA de Alqueidão – Fileira do Pinheiro,""
12 de março de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
12 de março de 2015,18:00,O Presidente da República preside à reunião do Conselho Superior de Defesa Nacional,""
16 de março de 2015,"","Deslocação do Presidente da República a Paris
 
16 e 17 de março de 2015",""
16 de março de 2015,10:00,"Visita do Presidente da República à sede da OCDE

- Encontro do Presidente da República com o Secretário-Geral da OCDE, Ángel Gurría

- Presidente da República participa num seminário com peritos da OCDE

- Presidente da República participa na reunião do Conselho da OCDE, proferindo uma intervenção",""
16 de março de 2015,12:30,Declarações à imprensa do Presidente da República e do Secretário-Geral da OCDE,""
16 de março de 2015,12:50,Almoço oferecido pelo Secretário-Geral da OCDE ao Presidente da República,""
16 de março de 2015,18:30,"Encontro do Presidente da República com a Comunidade Portuguesa em França 

- Intervenção do Presidente da República ",""
17 de março de 2015,"","Deslocação do Presidente da República a Paris
 
16 e 17 de março de 2015",""
17 de março de 2015,08:30,Pequeno almoço de trabalho do Presidente da República com empresários e investidores franceses,""
17 de março de 2015,12:00,"Visita à Delegação da Fundação Calouste Gulbenkian

Almoço do Presidente da República	com agentes culturais, académicos, investigadores e cientistas",""
17 de março de 2015,15:00,"Encontro do Presidente da República com o Presidente francês, François Hollande 

- Declarações dos dois Presidentes à imprensa ",""
18 de março de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
23 de março de 2015,11:30,"O Presidente da República recebe, em audiência, a Direção da Associação dos Empresários pela Inclusão Social (EPIS)",""
23 de março de 2015,15:30," O Presidente da República recebe, em audiência, responsáveis pela Iniciativa Legislativa de Cidadãos, que apresentaram o projeto de Lei “Apoio à Maternidade e à Paternidade – Do Direito a Nascer""",""
25 de março de 2015,18:00,"O Presidente da República recebe, em audiência, o Presidente da Associação Portuguesa de Bancos, Eng. Fernando Faria de Oliveira",""
26 de março de 2015,11:30,"O Presidente da República recebe, em audiência, o Presidente da Jerónimo Martins Agroalimentar,  Prof. Doutor António Serrano ",""
26 de março de 2015,15:30,"O Presidente da República recebe, em audiência, o Presidente da República da Guiné-Bissau, Dr. José Mário Vaz ",""
27 de março de 2015,"","Roteiro para uma Economia Dinâmica
 
4ª Jornada
 
Homenagem ao Setor do Têxtil e Vestuário",""
27 de março de 2015,10:00,Visita à Impetus – Barcelos,""
27 de março de 2015,11:30,Visita à Scoop - Vila Nova de Famalicão,""
27 de março de 2015,12:30,Almoço oferecido pelo Presidente da Câmara Municipal de V. N. Famalicão,""
27 de março de 2015,14:45,Visita à Riopele – Vila Nova de Famalicão,""
27 de março de 2015,16:00,"Visita ao CeNTI – Centro de Nanotecnologia e Materiais Técnicos, Funcionais e Inteligentes – V. N. Famalicão",""
27 de março de 2015,16:30,Visita ao CITEVE – Centro Tecnológico Têxtil e Vestuário – Vila Nova de Famalicão,""
27 de março de 2015,17:00,"Sessão de Homenagem ao Setor do Têxtil e Vestuário e comemorativa dos 50 anos da Associação Têxtil e Vestuário de Portugal – ATP

- Intervenção do Presidente da República

- Cerimónia de imposição de insígnias a personalidades da Indústria do Têxtil e Vestuário ",""
30 de março de 2015,16:30,"O Presidente da República recebe, em audiência, o Presidente da Direção do Conselho da Diáspora Portuguesa, Dr. Filipe de Botton ",""
31 de março de 2015,10:15,"O Presidente da República efetua uma visita às Novas Capacidades da Força Aérea,  assistindo a uma demonstração prática das capacidades e valências tecnológicas da aeronave P-3C, da Esquadra 601
 
","			Base Aérea Nº 6, Montijo"
31 de março de 2015,17:00,"O Presidente da República recebe, em audiência, o Presidente do Conselho de Administração do Novo Banco, Dr. Eduardo Stock da Cunha ",""
1 de abril de 2015,11:30,"O Presidente da República recebe, em audiência, a Direção da REN-Redes Energéticas Nacionais  ",""
1 de abril de 2015,17:45,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
7 de abril de 2015,11:30,"O Presidente da República recebe, em audiência, a Direção da Ordem dos Economistas",""
7 de abril de 2015,15:30,"O Presidente da República recebe, em audiência,  o Diretor Geral da Microsoft Portugal, Eng. João Couto ",""
8 de abril de 2015,10:50,"O Presidente da República preside à cerimónia de entrega do Prémio BIAL 2014, proferindo uma intervenção
",Local: Universidade de Coimbra
8 de abril de 2015,12:30,O Presidente da República visita o Centro de Saúde de Cantanhede onde assiste à apresentação da Plataforma de Dados da Saúde (PDS),""
8 de abril de 2015,15:30,"O Presidente da República visita o Laboratório de Estudos sobre Incêndios Florestais
",Lousã
9 de abril de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
10 de abril de 2015,10:30,"O Presidente da República recebe, em audiência, o Primeiro-Ministro de França, Manuel Valls ",""
14 de abril de 2015,11:30,"O Presidente da República agracia a Faculdade de Direito da Universidade de Lisboa e várias Personalidades do Ensino Superior:

Com a Ordem Militar de Sant’Iago da Espada:
- Faculdade de Direito da Universidade de Lisboa (Membro Honorário) 
- Prof. Doutor António Manuel Pinto do Amaral Coutinho	(Grande-Oficial)
- Prof. Eng.º Luís António Aires-Barros (Grande-Oficial)
- Prof. Doutor António Pedro de Araújo Pires Vicente (Comendador)

Com a Ordem da Instrução Pública:
- Prof. Doutora Maria Helena Nazaré (Grã-Cruz)
- Prof. Doutora Catarina Isabel Resende de Oliveira (Grande-Oficial)
- Prof. Doutor Dionísio Afonso Gonçalves (Grande-Oficial)
- Prof. Doutor Fernando José Pires Santana (Grande-Oficial)
- Prof. Doutor José Augusto Guimarães Morais (Grande-Oficial)
- Prof. Doutor João Ernesto de Almeida Flor (Comendador) 
- Prof. Doutor Jorge Manuel Moreira Gonçalves (Comendador) 
- Prof. Doutor Manuel Cadafaz de Matos Marques Baptista (Comendador) 
- Dr. Raul Jaime de Abreu Diniz (Comendador) ",""
16 de abril de 2015,11:30,"O Presidente da República recebe, em audiência, o Presidente da COTEC, Eng. João Bento  	 ",""
16 de abril de 2015,15:30,"O Presidente da República recebe, em audiência, Primeiro-Ministro da Guiné-Bissau, Eng. Domingos Simões Pereira ",""
16 de abril de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
20 de abril de 2015,12:00,"O Presidente da República recebe, em audiência, o Vice-Presidente do Brasil, Michel Temer ",""
20 de abril de 2015,15:30,"O Presidente da República recebe, em audiência, a Direção da  Associação Sindical dos Diplomatas  Portugueses ",""
20 de abril de 2015,17:00,"O Presidente da República recebe, em audiência, o Primeiro-Ministro do Reino de Marrocos, Abdelilah Benkirane ",""
21 de abril de 2015,11:00,"O Presidente da República recebe, em audiência, a Direção da  Academia Nacional de Belas Artes ",""
22 de abril de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
23 de abril de 2015,11:30,"O Presidente da República recebe, em audiência, o Presidente do Governo Regional da Madeira, Dr. Miguel Filipe Machado de Albuquerque, a quem confere posse como membro do Conselho de Estado",""
23 de abril de 2015,15:30,"O Presidente da República recebe, em audiência, a Direção da Chiado Editora ",""
23 de abril de 2015,18:00,O Presidente da República preside à reunião do Conselho Superior de Defesa Nacional ,""
24 de abril de 2015,11:30,"O Presidente da República recebe, em audiência, a Direção da Liga dos Bombeiros Portugueses",""
24 de abril de 2015,15:30,"O Presidente da República recebe, em audiência, uma Delegação da TAP, constituída pelo Presidente do seu Conselho de Administração Executivo, o Presidente do Conselho Geral e de Supervisão, um comandante de voo sénior e um elemento sénior do pessoal de cabine, por ocasião do 70º aniversário da companhia aérea",""
25 de abril de 2015,"",Sessão Solene Comemorativa do 41º Aniversário do 25 de abril,""
25 de abril de 2015,09:45,"Chegada do Presidente da República à Assembleia da República

- Honras Militares",""
25 de abril de 2015,10:00,"Sessão Solene Comemorativa do Aniversário do 25 de Abril, na Assembleia da República, com intervenção do Presidente da República",""
25 de abril de 2015,15:00,"O Presidente da República agracia a Cidade de Santarém com o título de Membro Honorário da Ordem da Liberdade, proferindo uma intervenção

",Palácio de Belém
27 de abril de 2015,12:30,"O Presidente da República recebe, em audiência, o Secretário-Geral da NATO, Jens Stoltenberg",""
27 de abril de 2015,15:30,"O Presidente da República recebe, em audiência, o Presidente do Conselho Económico e Social, Dr. José Silva Peneda",""
28 de abril de 2015,11:30,"O Presidente da República recebe, em audiência, uma Delegação da Plataforma de Media Privados",""
28 de abril de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal,""
29 de abril de 2015,11:30,"O Presidente da República agracia, no Dia Europeu da Solidariedade e Cooperação entre Gerações, várias Personalidades e Instituições da Solidariedade Social com a Ordem do Mérito.

- Pe. Lino da Silva Maia (Grande-Oficial)
- Alfredo Augusto Castanheira Pinto (Comendador)
- António José Martins Lopes (Comendador)
- Luís Gonzaga Coelho Villas-Boas Rebello Marques (Comendador)
- Manuel José Cardoso Matias (Comendador)
- Albino Martins (Oficial)
- Cláudia Martins (Oficial)

Com o título de Membro Honorário, serão condecoradas as seguintes Instituições:

- Associação da Creche de Braga
- Associação Popular de Apoio à Criança de Vila Franca de Xira
- Centro de Assistência Social Lucinda Anino dos Santos
- Florinhas do Vouga
- Lares da Boa Vontade
- Obra Diocesana de Promoção Social",""
30 de abril de 2015,10:55,"O Presidente da República visita o Comando Conjunto para as Operações Militares (CCOM), órgão do Estado-Maior General das Forças Armadas Portuguesas
(antigas instalações do Comando Conjunto Aliado de Lisboa da NATO)","Reduto Gomes Freire, Oeiras
"
30 de abril de 2015,15:30,"O Presidente da República recebe, em audiência, o Presidente do Grupo Parlamentar de Amizade Japão-Portugal, Sadaku Tanigami ",""
3 de maio de 2015,"","Visita Oficial do Presidente da República à Noruega
 
3 a 6 de maio de 2015",""
3 de maio de 2015,21:00,"Chegada do Presidente da República a Oslo, Noruega",""
4 de maio de 2015,"","Visita Oficial do Presidente da República à Noruega
 
3 a 6 de maio de 2015",""
4 de maio de 2015,09:30,"Abertura do Seminário sobre Cooperação na Ciência e Tecnologia dos Oceanos entre Portugal e Noruega

Assinatura da Carta de Intenções entre o Ministro da Educação e Ciência e o SE da Educação e Ciência da Noruega e de um Memorando de Entendimento entre o Research Council of Norway e a Fundação para a Ciência e Tecnologia, sobre “Cooperação científica e tecnológica relativa aos oceanos”

Intervenção do Presidente da República","Research Council of Norway
"
4 de maio de 2015,12:40,"Encontro do Presidente da República e da Dra. Maria Cavaco Silva com Sua Majestade o Rei Harald e Sua Majestade a Rainha Sonja
",Palácio Real
4 de maio de 2015,13:00,"Almoço oferecido por Sua Majestade o Rei e Sua Majestade a Rainha em honra do Presidente da República e da Dra. Maria Cavaco Silva
",Palácio Real
4 de maio de 2015,15:30,"Encontro do Presidente da República com a Primeira-Ministra da Noruega, Erna Solberg
",Residência da Primeira-Ministra
4 de maio de 2015,17:30,"Inauguração da Exposição “Álvaro Siza Vieira: Visões do Alhambra”
",Museu Nacional de Arquitetura
4 de maio de 2015,19:30,"Jantar oferecido pela Primeira-Ministra da Noruega e marido em honra do Presidente da República e Dra. Maria Cavaco Silva
",Castelo Akershus
5 de maio de 2015,"","Visita Oficial do Presidente da República à Noruega
 
3 a 6 de maio de 2015",""
5 de maio de 2015,08:30,"Pequeno-almoço de trabalho do Presidente da República com um grupo de empresários e investidores do setor energético com a participação do Ministro da Energia e Petróleo da Noruega, Tord Lien
",Hotel Bristol
5 de maio de 2015,10:10,"Encontro do Presidente da República com a delegação multissetorial de empresários portugueses
",Hotel Bristol
5 de maio de 2015,12:35,Partida do Presidente da República com destino a Bergen,""
5 de maio de 2015,13:30,Chegada do Presidente da República a Bergen,""
5 de maio de 2015,15:30,"Abertura do Encontro de Cientistas do Institute of Marine Research e do Instituto Português do Mar e da Atmosfera

Assinatura de um Memorando de Entendimento entre o Institute of Marine Research e o Instituto Português do Mar e da Atmosfera","Norwegian Seafood Center
"
5 de maio de 2015,16:00,Visita ao navio da Guarda Costeira “KV Tor”,""
5 de maio de 2015,16:30,"Visita à zona do porto (Bryggen) de Bergen, classificada como Património Mundial da UNESCO",""
5 de maio de 2015,19:00,"Encontro do Presidente da República com a Comunidade Portuguesa

Intervenção do Presidente da República","USF – kultur – og scenehuset
"
5 de maio de 2015,20:00,"Concerto de Fado, por Ricardo Ribeiro
",USF – kultur – og scenehuset
6 de maio de 2015,"","Visita Oficial do Presidente da República à Noruega
 
3 a 6 de maio de 2015",""
6 de maio de 2015,09:00,"Partida do Presidente da República, de navio, para a Leroy Fish Farm",""
6 de maio de 2015,09:45,Visita à Leroy Fish Farm,""
6 de maio de 2015,11:10,Visita à Estação de Pesquisa do IMR - Institute of Marine Research,""
6 de maio de 2015,12:15,"Almoço oferecido pela Ministra das Pescas da Noruega, Elisabeth Aspaker, em honra do Presidente da República e da Dra. Maria Cavaco Silva
",Bekkjarvik Gjestgiveri
6 de maio de 2015,16:00,Partida do Presidente da República com destino a Lisboa,""
7 de maio de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
8 de maio de 2015,11:30,"O Presidente da República recebe, em audiência, a Direção do Cidsenior – Movimento para a Cidadania Sénior ",""
11 de maio de 2015,16:00,"O Presidente da República recebe, em audiência, os Presidentes dos Parlamentos da União para o Mediterrâneo ",""
12 de maio de 2015,11:30,"O Presidente da República recebe, em audiência, a Direção da Federação Portuguesa de Futebol ",""
13 de maio de 2015,11:30,"O Presidente da República recebe, em audiência, o Presidente da Siemens, Joe Kaeser, a quem agracia depois com a Grã-Cruz da Ordem do Mérito Empresarial, Classe do Mérito Industrial, por ocasião do 110º aniversário da presença da empresa em Portugal ",""
13 de maio de 2015,15:30,"O Presidente da República recebe, em audiência, uma Delegação do Maratona Clube de Portugal ",""
14 de maio de 2015,11:30,"O Presidente da República recebe, em audiência, o Presidente da Assembleia Legislativa da Região Autónoma da Madeira, José Lino Tranquada Gomes ",""
14 de maio de 2015,17:00,O Presidente da República recebe o Primeiro-Ministro para a reunião semanal ,""
14 de maio de 2015,19:00,"O Presidente da República preside ao encerramento das Comemorações do 20.º aniversário do Museu da Fundação Arpad Szenes – Vieira da Silva, agraciando a instituição com o título de Membro Honorário da Ordem do Infante D. Henrique. No final, o Presidente visita a exposição “A linha do espaço”",""
