data,hora,evento,local
28 de novembro de 2017,11:00,"Cerimónia de boas-vindas da Presidente da Confederação Suíça
Praça do Império - Mosteiro dos Jerónimos, Lisboa
- Honras militares
- Hinos nacionais 
- Revista à guarda de honra 
- Cerimónia de deposição de uma coroa de flores no túmulo de Luís de Camões",""
28 de novembro de 2017,11:35,"Chegada da Presidente da Confederação Suíça ao Palácio de Belém
- Fotografia oficial e assinatura do Livro de Honra
- Encontro do Presidente da República com a Presidente da Confederação Suíça",""
28 de novembro de 2017,12:10,Declarações ,""
28 de novembro de 2017,14:50,"Passeio de elétrico por alguns dos bairros mais antigos de Lisboa,
Início e fim no Terreiro do Paço",""
28 de novembro de 2017,19:55,Jantar oficial oferecido pelo Presidente da República à Presidente da Confederação Suíça Palácio Nacional da Ajuda,""
29 de novembro de 2017,15:00,Centro de Saúde de Sete Rios ,""
30 de novembro de 2017,19:00,"Entrega do Prémio Cidadania 2017 à Associação de Vítimas do Incêndio de Pedrógão Grande na Sessão de Encerramento da 2ª Conferência Anual da PASC - Plataforma das Associações da Sociedade Civil
","Auditório 3, Fundação Calouste Gulbenkian, Lisboa"
1 de outubro de 2017,12:30,"O Presidente da República exerce o direito de voto nas Eleições Autárquicas
",Celorico de Basto
2 de outubro de 2017,"","Visita Oficial a Portugal do Presidente da Geórgia, Giorgi Margvelashvili",""
2 de outubro de 2017,11:00,"Chegada do Presidente da Geórgia ao Palácio de Belém

- Hinos nacionais
- Revista à Guarda de honra
- Fotografia oficial e assinatura do livro de honra
- Apresentação das delegações
- Encontro dos dois Chefes de Estado
- Encontro dos dois Chefes de Estado alargado às delegações",""
2 de outubro de 2017,12:00,Declarações dos dois Chefes de Estado à imprensa,""
2 de outubro de 2017,13:15,Despedida da Força Nacional Destacada para a “European Union Naval Force Mediterranean - Operation Sophia” a bordo do N.R.P. “Arpão”,""
2 de outubro de 2017,"",Audiências aos Partidos Políticos com representação parlamentar,""
2 de outubro de 2017,16:00,Partido Social Democrata (PPD/PSD),""
2 de outubro de 2017,17:00,Partido Socialista (PS),""
2 de outubro de 2017,18:00,Bloco de Esquerda (B.E.),""
2 de outubro de 2017,"","Visita Oficial a Portugal do Presidente da Geórgia, Giorgi Margvelashvili",""
2 de outubro de 2017,20:00,"Jantar oferecido pelo Presidente da República em honra do Presidente da Geórgia, Giorgi Margvelashvili
",Palácio Nacional da Ajuda
3 de outubro de 2017,11:00,"Cerimónia de Entrega das Espadas aos Novos Oficiais da Guarda Nacional Republicana
","Quartel do Carmo, Lisboa"
3 de outubro de 2017,"",Audiências aos Partidos Políticos com representação parlamentar,""
3 de outubro de 2017,13:00,CDS - Partido Popular (CDS-PP),""
3 de outubro de 2017,14:00,Partido Comunista Português (PCP),""
3 de outubro de 2017,15:00,Partido Ecologista “Os Verdes” (PEV),""
4 de outubro de 2017,"",Audiências aos Partidos Políticos com representação parlamentar,""
4 de outubro de 2017,18:00,Pessoas-Animais-Natureza (PAN),""
5 de outubro de 2017,11:00,"Cerimónia Comemorativa do 107.º Aniversário da Implantação da República
","Praça do Município, Lisboa"
5 de outubro de 2017,13:00,"Cerimónia de Condecoração, com a Grã-Cruz da Ordem da Liberdade, do Prof. Doutor António Barreto e, a título póstumo, de D. Manuel Martins e da Eng.ª Maria de Lourdes Pintasilgo",""
6 de outubro de 2017,"",Audiências aos Parceiros Sociais,""
6 de outubro de 2017,12:00,Confederação Empresarial de Portugal (CIP),""
6 de outubro de 2017,13:00,Confederação Geral dos Trabalhadores Portugueses - Intersindical Nacional (CGTP-IN),""
6 de outubro de 2017,14:30,Confederação do Comércio e Serviços de Portugal (CCP),""
6 de outubro de 2017,15:30,Confederação dos Agricultores de Portugal (CAP),""
6 de outubro de 2017,16:30,Confederação do Turismo Português (CTP),""
9 de outubro de 2017,15:00,"Comemoração do Centenário do Museu João de Deus
",Lisboa
9 de outubro de 2017,"",Audiências aos Parceiros Sociais,""
9 de outubro de 2017,19:00, União Geral de Trabalhadores (UGT),""
10 de outubro de 2017,"","Visita de Estado a Portugal dos Reis dos Países Baixos, Rei Willem-Alexander e Rainha Máxima",""
10 de outubro de 2017,10:30,"Cerimónia de boas-vindas aos Reis dos Países Baixos

- Fotografia oficial
- Honras militares:
  - Hinos nacionais
  - Revista à Guarda de Honra
  - Desfile militar","Praça do Império - Mosteiro dos Jerónimos, Lisboa
"
10 de outubro de 2017,10:50,Cerimónia de deposição de uma coroa de flores no túmulo de Luís Vaz de Camões,""
10 de outubro de 2017,11:15,"Chegada dos Reis dos Países Baixos ao Palácio de Belém

- Fotografia oficial e assinatura do livro de honra
- Apresentação das delegações
- Encontro do Presidente da República com os Reis dos Países Baixos
- Encontro alargado às delegações",""
10 de outubro de 2017,12:00,Declarações dos dois Chefes de Estado à imprensa,""
10 de outubro de 2017,15:00,"Visita à Exposição “Dar Luz a esta Causa” promovida pela CAPITI - Associação Portuguesa para o Desenvolvimento Infantil no Dia Mundial da Saúde Mental
","Museu da Eletricidade, Lisboa"
10 de outubro de 2017,"","Visita de Estado a Portugal dos Reis dos Países Baixos, Rei Willem-Alexander e Rainha Máxima",""
10 de outubro de 2017,20:00,"Jantar oferecido em honra dos Reis dos Países Baixos
",Palácio Nacional da Ajuda
11 de outubro de 2017,"","Visita de Estado a Portugal dos Reis dos Países Baixos, Rei Willem-Alexander e Rainha Máxima",""
11 de outubro de 2017,15:15,"Visita ao Museu Nacional de Arte Antiga. Inauguração da exposição “Rembrandt – Elos perdidos”.
","Museu Nacional de Arte Antiga, Lisboa"
11 de outubro de 2017,19:25,"Concerto de Nynke Laverman e Cristina Branco oferecido pelos Reis dos Países Baixos em honra do Presidente da República
","Teatro Nacional D. Maria II, Lisboa"
12 de outubro de 2017,15:00,Audiência à Direção da IPSS “Operação Nariz Vermelho”,""
12 de outubro de 2017,18:30,"Cerimónia de Entrega dos Prémios Literários Estoril-Sol
","Auditório, Casino Estoril, Cascais"
13 de outubro de 2017,16:30,"Visita Pré-inaugural à exposição dos 15 anos da IPSS “Operação Nariz Vermelho”
","Local: Gare Marítima da Rocha do Conde de Óbidos, Lisboa"
13 de outubro de 2017,18:30,"Sessão Solene de Encerramento do Centenário das Aparições de Fátima
","Basílica de Nossa Senhora do Rosário de Fátima, Fátima"
14 de outubro de 2017,12:00,"Sessão de Abertura do 1.º Encontro para a Autoproteção e Resiliência das Populações organizado pela Associação de Vítimas do Incêndio de Pedrógão Grande (AVIPG)
",Casa Municipal da Cultura de Pedrógão Grande
14 de outubro de 2017,18:00,"Sessão de Encerramento do Seminário “Vida com dignidade e qualidade até ao fim”
","Fundação Calouste Gulbenkian, Lisboa"
18 de outubro de 2017,20:00,Audiência ao CDS - Partido Popular (CDS-PP),""
18 de outubro de 2017,21:00,Audiência ao Partido Comunista Português (PCP),""
21 de outubro de 2017,09:30,"Cerimónia de Tomada de Posse de novos membros do XXI Governo Constitucional
",Palácio de Belém
24 de outubro de 2017,11:30,Programa Cientistas no Palácio de Belém com Sobrinho Simões,""
24 de outubro de 2017,15:00,"Audiência ao Presidente da Câmara Municipal de Penela que, acompanhado pelos Presidentes de Câmara da região, vêm apresentar o Plano de Desenvolvimento para a Região do Pinhal Interior",""
24 de outubro de 2017,16:00,"Audiência ao Presidente da Liga dos Bombeiros Portugueses, Jaime Marta Soares",""
25 de outubro de 2017,"","Visita do Presidente da República à Região Autónoma dos Açores
 
2ª parte - Grupo Oriental - 25 a 28 de outubro de 2017",""
25 de outubro de 2017,15:00,Chegada do Presidente da República à Ilha de Santa Maria,""
25 de outubro de 2017,15:15,Visita ao Centro de Formação Aeronáutica dos Açores,""
25 de outubro de 2017,16:00,Visita à Estação Geodésica Fundamental da Ilha de Santa Maria,""
25 de outubro de 2017,17:00,Visita à Santa Casa da Misericórdia de Vila do Porto,""
25 de outubro de 2017,18:00,Visita ao Centro de Interpretação Ambiental Dalberto Pombo e à Casa dos Fosséis,""
25 de outubro de 2017,19:00,Partida para a Ilha Terceira,""
25 de outubro de 2017,19:50,Chegada à Ilha Terceira,""
26 de outubro de 2017,"","Visita do Presidente da República à Região Autónoma dos Açores
 
2ª parte - Grupo Oriental - 25 a 28 de outubro de 2017",""
26 de outubro de 2017,10:00,Exercício Lusitano 2017 na Base Aérea N.º 4 (Base das Lajes),""
26 de outubro de 2017,14:30,Partida para a Ilha de São Miguel,""
26 de outubro de 2017,15:00,Chegada à Ilha de São Miguel,""
26 de outubro de 2017,16:15,Visita à Coriscolândia - Ponta Delgada,""
26 de outubro de 2017,18:00,Aula Aberta na Universidade dos Açores sobre “O Atlântico” - Ponta Delgada,""
26 de outubro de 2017,20:30,Jantar oferecido pelo Presidente do Governo Regional dos Açores - Palácio de Sant’Ana,""
27 de outubro de 2017,"","Visita do Presidente da República à Região Autónoma dos Açores
 
2ª parte - Grupo Oriental - 25 a 28 de outubro de 2017",""
27 de outubro de 2017,10:00,Visita à Fábrica da Unileite - Ponta Delgada,""
27 de outubro de 2017,11:30,Visita à Escola Básica e Integrada Gaspar Frutuoso - Ribeira Grande,""
27 de outubro de 2017,13:00,Visita ao Centro de Artes Contemporâneas Arquipélago - Ribeira Grande,""
27 de outubro de 2017,15:30,Visita a empresa de produção de Queijadas da Vila - Vila Franca do Campo,""
27 de outubro de 2017,16:30,"Visita ao Centro de Monitorização e Investigação das Furnas - Lagoa das Furnas, Povoação",""
27 de outubro de 2017,18:30,Encontro com o setor do Turismo da Ilha de São Miguel - Nordeste,""
27 de outubro de 2017,20:30,"Jantar com a Associação Agrícola de São Miguel - Ribeira Grande
 ",""
28 de outubro de 2017,"","Visita do Presidente da República à Região Autónoma dos Açores
 
2ª parte - Grupo Oriental - 25 a 28 de outubro de 2017",""
28 de outubro de 2017,10:00,Visita ao Mercado da Graça - Ponta Delgada,""
28 de outubro de 2017,12:30,"Reunião do Conselho Regional de Concertação Estratégica - Convento dos Franciscanos, Lagoa",""
28 de outubro de 2017,15:00,"Visita à Lagoa das Sete Cidades - Ponta Delgada

- Balanço da 2ª parte da visita à Região Autónoma dos Açores",""
30 de outubro de 2017,16:10,"Chegada do Presidente da Comissão Europeia, Jean-Claude Juncker ao Palácio de Belém

- Fotografia Oficial
- Declaração à Imprensa
- Assinatura do Livro de Honra
- Encontro do Presidente da Comissão Europeia com o Presidente da República",""
30 de outubro de 2017,16:30,"Reunião do Conselho de Estado com a participação do Presidente da Comissão Europeia, Jean-Claude Juncker",""
31 de outubro de 2017,11:00,"Cerimónia de Doutoramento Honoris Causa do Presidente da Comissão Europeia, Jean-Claude Juncker
","Sala dos Capelos, Universidade de Coimbra"
1 de setembro de 2017,17:00,"Visita à Feira do Livro do Porto 2017
 ","Jardins do Palácio de Cristal, Porto
"
4 de setembro de 2017,15:00,"Visita ao Regimento de Paraquedistas
","Tancos, Vila Nova da Barquinha"
4 de setembro de 2017,18:00,"Visita à Acreditar - Associação de Pais e Amigos de Crianças com Cancro
",Lisboa
5 de setembro de 2017,12:30,"Visita ao Hospital de São José - CHLC (Centro Hospitalar de Lisboa Central)
","Hospital de São José, Lisboa"
5 de setembro de 2017,14:00,"Visita ao Centro de Apoio Social do Bairro do Condado da ACRAS - Associação Cristã de Reinserção e Apoio Social
","Marvila, Lisboa"
7 de setembro de 2017,"","Visita oficial do Presidente da República ao Principado de Andorra
 
7 e 8 de setembro de 2017",""
7 de setembro de 2017,17:15,Sessão de Boas-vindas na Casa de la Vall (antiga sede do Parlamento),""
7 de setembro de 2017,18:35,Reunião bilateral entre o Presidente da República e o Chefe de Governo de Andorra,""
7 de setembro de 2017,19:10,Conferência de imprensa,""
7 de setembro de 2017,19:35,Encontro com os Presidentes da Câmara de Andorra la Vella,""
7 de setembro de 2017,20:35,"Sessão de Boas-vindas por parte de S.E. Mons. Joan Enric Vives i Sicília, Copríncipe de Andorra, acompanhado dos Representantes dos Copríncipes Francês e Episcopal",""
8 de setembro de 2017,"","Visita oficial do Presidente da República ao Principado de Andorra
 
7 e 8 de setembro de 2017",""
8 de setembro de 2017,11:00,"Missa solene em honra da Padroeira de Andorra, Nossa Senhora de Meritxell celebrada por S. Exa. Revma. o Copríncipe Episcopal",""
8 de setembro de 2017,13:00,"Passagem pelo “Túnel dels Dos Valires”
Deposição de uma coroa de flores em memória dos portugueses que perderam a vida durante a construção do túnel
- Minuto de silêncio",""
8 de setembro de 2017,13:35,"Almoço oficial oferecido pelo Chefe de Governo, Antoni Martí em nome do Governo de Andorra na Casa- Museu d’Areny Plandolit em Ordino",""
8 de setembro de 2017,16:30,Encontro com a Comunidade Portuguesa,""
11 de setembro de 2017,11:00,"Sessão de Abertura do Ano Letivo da Escola 31 de Janeiro
","Parede, Cascais"
11 de setembro de 2017,15:00,"Visita e Cerimónia de Condecoração da Esquadra 751
","Base Aérea n.º 6, Montijo"
