data,hora,evento,local
12 de dezembro de 2016,10:00,"Sessão de homenagem ao secretário-geral das Nações Unidas, Ban Ki-moon

– Cerimónia de juramento sobre a Carta das Nações Unidas do
  secretário-geral designado das Nações Unidas, António Guterres
– Intervenção do secretário-geral designado das Nações Unidas,
  António Guterres","Hall da Assembleia Geral, Nações Unidas, Nova Iorque
"
12 de dezembro de 2016,18:00,"Receção oferecida pelo Presidente da República em homenagem ao secretário-geral designado das Nações Unidas, António Guterres

– Intervenção do Presidente da República
– Intervenção do secretário-geral das Nações Unidas, Ban Ki-moon
– Intervenção do secretário-geral designado das Nações Unidas,
  António Guterres","Delegates Dining Room, Nações Unidas, Nova Iorque
"
14 de dezembro de 2016,"","Visita de Estado a Portugal do Presidente da República Checa Milo Zeman
 
14 e 15 de dezembro de 2016",""
14 de dezembro de 2016,10:30,"Cerimónia de boas-vindas ao Presidente da República Checa

- Fotografia dos dois Chefes de Estado
- Honras militares:
  - Hinos nacionais
  - Desfile das tropas","Praça do Império - Mosteiros dos Jerónimos, Lisboa
"
14 de dezembro de 2016,10:40,Cerimónia de deposição de uma coroa de flores no túmulo de Luís Vaz de Camões pelo Presidente da República Checa,""
14 de dezembro de 2016,11:15,"Chegada do Presidente da República Checa ao Palácio de Belém

- Fotografia oficial e assinatura do livro de honra
- Apresentação das delegações
- Encontro dos dois Chefes de Estado
- Encontro dos dois Chefes de Estado alargado às delegações",""
14 de dezembro de 2016,12:20,Declarações dos dois Chefes de Estado à imprensa,""
14 de dezembro de 2016,20:00,"Jantar oferecido pelo Presidente da República em honra do Presidente da República Checa
",Palácio Nacional da Ajuda
15 de dezembro de 2016,"","Visita de Estado a Portugal do Presidente da República Checa Milo Zeman
 
14 e 15 de dezembro de 2016",""
15 de dezembro de 2016,11:30,"Fórum empresarial na AIP

- Assinatura de Protocolo para criação do Portugal-Czech Republic Economic & Business Council
- Intervenção do Presidente da AIP – Associação Industrial Portuguesa, José Eduardo Carvalho
- Intervenção do Presidente da República
- Intervenção do Presidente da República Checa","Sede da AIP – Associação Industrial Portuguesa, Lisboa
"
15 de dezembro de 2016,16:30,"Inauguração das novas instalações do Global Media Group
","Torres de Lisboa, Rua Tomás da Fonseca, Torre E, 3.º - Lisboa"
15 de dezembro de 2016,"","Visita de Estado a Portugal do Presidente da República Checa Milo Zeman
 
14 e 15 de dezembro de 2016",""
15 de dezembro de 2016,18:15,"Concerto, Inauguração da Exposição “Carlos IV e a Fé”e Cocktail oferecido pelo Presidente da República Checa em honra do Presidente da República
","Palácio da Cidadela, Cascais"
16 de dezembro de 2016,14:00,"Inauguração do Serviço de Internamento da Fundação Champalimaud
","Fundação Champalimaud, Lisboa"
16 de dezembro de 2016,15:00,"Audiência conjunta com os Bastonários das Ordens da Saúde:

- Bastonária da Ordem dos Enfermeiros, Ana Rita Pedroso Cavaco
- Bastonária da Ordem dos Farmacêuticos, Ana Paula Martins
- Bastonário da Ordem dos Médicos, José Manuel Silva
- Bastonário da Ordem dos Médicos Dentistas, Orlando Monteiro
   da Silva
- Bastonária da Ordem dos Nutricionistas, Alexandra Bento
- Bastonário da Ordem dos Psicólogos Portugueses, Telmo Mourinho
   Baptista",""
18 de dezembro de 2016,16:30,"28.ª Festa de Natal da Comunidade Vida e Paz
","Cantina da Cidade Universitária, Lisboa"
19 de dezembro de 2016,11:30,"Visita ao Centro de Apoio Social de Runa (CASR)
","Runa, Torres Vedras"
19 de dezembro de 2016,15:00,"Visita à Catedral Lusitana de S. Paulo da Igreja Anglicana
",Lisboa
19 de dezembro de 2016,16:00,"Visita à Sinagoga de Lisboa
",Lisboa
19 de dezembro de 2016,18:30,"Ação de promoção da Agenda Solidária do Instituto Português de Oncologia (IPO) 2017
","Praça Central do Centro Comercial Colombo, Lisboa"
20 de dezembro de 2016,12:30,"Audiência ao Secretário-geral do Partido Comunista Português (PCP), Jerónimo de Sousa",""
20 de dezembro de 2016,15:00,Reunião do Conselho de Estado,""
21 de dezembro de 2016,12:00,"Inauguração da Sede da Banda dos Bombeiros Voluntários de Colares, no ano do seu 125.º aniversário
",Colares
21 de dezembro de 2016,15:00,"Cerimónia Militar de Entrega do Estandarte Nacional à 1.ª Força Nacional Destacada na Missão Multidimensional Integrada de Estabilização das Nações Unidas na República Centro-Africana
","Regimento de Comandos, Belas"
21 de dezembro de 2016,18:00,Declaração do Presidente da República sobre o Orçamento do Estado para 2017,""
21 de dezembro de 2016,18:05,Audiência coletiva com a Confederação do Turismo Português (CTP) e empresários e associações nela representados,""
22 de dezembro de 2016,12:00,"Sessão de Encerramento do Encontro Anual do Conselho da Diáspora
","Palácio da Cidadela, Cascais"
22 de dezembro de 2016,15:30,"Audiência à Ministra da Justiça, Francisca Van Dunem, para apreciação anual dos processos de indulto",""
22 de dezembro de 2016,18:00,O Primeiro-Ministro e os membros do Governo apresentam cumprimentos de Boas Festas,""
23 de dezembro de 2016,12:30,"Cerimónia de entrega do Prémio Direitos Humanos 2016, a António Guterres
","Sala do Senado, Assembleia da República"
23 de dezembro de 2016,15:00,"Marcelo Rebelo de Sousa apresenta cumprimentos de Boas Festas a D. Manuel Clemente
",Seminário Maior de Cristo Rei dos Olivais
23 de dezembro de 2016,16:00,"Audiência à Presidente do CDS - Partido Popular (CDS-PP), Assunção Cristas",""
23 de dezembro de 2016,17:00,Audiência à União das Misericórdias Portuguesas,""
24 de dezembro de 2016,14:00,"Presidente da República associa-se à campanha da Cáritas Portuguesa - 10 Milhões de Estrelas - um Gesto Pela Paz
",Palácio de Belém
24 de dezembro de 2016,15:30,Tradicional Ginjinha de Natal do Barreiro,""
26 de dezembro de 2016,19:30,"Festa de Natal da Re-food
","Igreja de Nossa Senhora do Rosário de Fátima, Lisboa"
28 de dezembro de 2016,12:40,"5.º Fórum Anual de Graduados Portugueses no Estrangeiro “Pensar Portugal em Territórios do Futuro”
",Auditório da Reitoria da Universidade de Coimbra
29 de dezembro de 2016,13:00,"Almoço com o Presidente do Partido Social Democrata, Pedro Passos Coelho
",Palácio de Belém
30 de dezembro de 2016,16:00,"Visita à Sociedade de Geografia de Lisboa
","Rua das Portas de Santo Antão, Lisboa"
1 de novembro de 2016,"","Participação do Presidente da República na XI Conferência de Chefes de Estado e de Governo da Comunidade dos Países de Língua Portuguesa
 
Brasília, 30 de outubro a 1 de novembro de 2016",""
1 de novembro de 2016,09:45,"Chegada do Presidente da República ao Palácio do Itamaraty 
- Boas-vindas pelo Ministro de Estado das Relações Exteriores do Brasil",""
1 de novembro de 2016,10:00,Sessão Solene de Encerramento,""
1 de novembro de 2016,10:50,Encerramento da conferência,""
1 de novembro de 2016,11:45,Encontro com imprensa portuguesa,""
8 de novembro de 2016,11:30,Inauguração do Centro de Inovação Tecnológica IBM de Viseu,""
8 de novembro de 2016,14:00,"Visita ao Museu Nacional Grão Vasco, em Viseu, por ocasião do seu centenário",""
8 de novembro de 2016,15:15,Visita à Residência D. Leonor por ocasião das comemorações dos 500 anos da Santa Casa da Misericórdia de Viseu,""
8 de novembro de 2016,16:30,Visita ao Regimento de Infantaria 14 em Viseu,""
9 de novembro de 2016,16:00,Cerimónia de Homenagem às Missões Olímpica e Paralímpica,""
9 de novembro de 2016,18:30,"Cerimónia da entrega dos Prémios Literários Fernando Namora e Agustina Bessa-Luís
",Casino do Estoril
10 de novembro de 2016,14:30,Visita ao Web Summit Lisbon 2016,""
10 de novembro de 2016,20:00,Visita ao Lar da Santa Casa da Misericórdia do Cadaval,""
10 de novembro de 2016,20:30,"XIX Cerimónia da Pêra Rocha - Associação Nacional de Produtores de Pera Rocha (ANP)
",Cadaval
11 de novembro de 2016,10:30,"Cerimónia de Comemoração do 98.º Aniversário do Armistício da Grande Guerra
","Monumento aos Combatentes do Ultramar, Lisboa "
11 de novembro de 2016,15:00,"Abertura Solene do Ano Letivo da Escola Naval e Encerramento das Jornadas do Mar 2016
","Escola Naval, Almada "
14 de novembro de 2016,11:00,"Audiência ao Presidente do Conselho Económico e Social, Professor Doutor António Correia de Campos",""
14 de novembro de 2016,14:00,Audiência a uma delegação da Confederação Empresarial de Portugal (CIP),""
14 de novembro de 2016,15:00,Audiência a uma delegação da Confederação Geral dos Trabalhadores Portugueses - Intersindical Nacional (CGTP-IN),""
14 de novembro de 2016,16:00,Audiência a uma delegação da Confederação do Comércio e Serviços de Portugal (CCP),""
14 de novembro de 2016,17:00,Audiência a uma delegação da União Geral de Trabalhadores (UGT),""
14 de novembro de 2016,18:00,Audiência a uma delegação da Confederação dos Agricultores de Portugal (CAP),""
14 de novembro de 2016,19:00,Audiência a uma delegação da Confederação do Turismo Português (CTP),""
15 de novembro de 2016,10:00,"Sessão de Abertura do Colóquio Comemorativo do 40.º aniversário da Constituição da República Portuguesa
",Fundação Calouste Gulbenkian
15 de novembro de 2016,14:00,Encontro com a Federação Portuguesa das Associações de Surdos,""
15 de novembro de 2016,18:00,"Sessão Solene do 150.º aniversário do Clube Militar Naval
","Clube Militar Naval, Lisboa"
16 de novembro de 2016,"","Visita do Presidente da República a Londres
 
16 e 17 de novembro de 2016",""
16 de novembro de 2016,12:45,Almoço com potenciais investidores oferecido pelo Lord Mayor of London,""
16 de novembro de 2016,15:15,"Reunião com a Primeira-Ministra do Reino Unido, Theresa May, em Downing Street",""
16 de novembro de 2016,16:30,Encontro com representantes de Associações da Comunidade Portuguesa no Reino Unido,""
16 de novembro de 2016,18:00,Receção oferecida pelo Presidente da República à Comunidade Portuguesa em Londres,""
17 de novembro de 2016,"","Visita do Presidente da República a Londres
 
16 e 17 de novembro de 2016",""
17 de novembro de 2016,11:00,Visita ao atelier da pintora Paula Rego,""
17 de novembro de 2016,12:30,Encontro com Sua Majestade a Rainha Isabel II no Palácio de Buckingham,""
18 de novembro de 2016,17:30,"Sessão de Encerramento do Seminário: “Lutar contra a Pobreza: a realidade e as propostas do setor social em Portugal”
","Instituto Superior de Economia e Gestão (ISEG-UTL), Lisboa"
18 de novembro de 2016,19:00,"Cerimónia de Lançamento do livro “Mota Pinto, Biografia” de João Pedro George
","Fundação Calouste Gulbenkian, Lisboa"
18 de novembro de 2016,20:30,"Cerimónia de Entrega dos Prémios Gazeta 2015
","Edifício Sede da Caixa Geral de Depósitos, Lisboa"
21 de novembro de 2016,"","Visita de Estado do Presidente da República Árabe do Egito, Abdel Fattah El Sisi a Portugal",""
21 de novembro de 2016,10:45,"Cerimónia de boas-vindas ao Presidente da República Árabe do Egito

- Fotografia dos dois Chefes de Estado
- Honras militares:
  - Hinos nacionais
  - Revista à guarda de honra
  - Desfile das tropas","Praça do Império - Mosteiros dos Jerónimos, Lisboa
"
21 de novembro de 2016,11:00,Cerimónia de deposição de uma coroa de flores no túmulo de Luís de Camões pelo Presidente da República Árabe do Egito,""
21 de novembro de 2016,11:30,"Chegada do Presidente da República Árabe do Egito ao Palácio de Belém

- Fotografia oficial e assinatura do livro de honra
- Apresentação das delegações
- Encontro dos dois Chefes de Estado
- Encontro dos dois Chefes de Estado alargado às delegações",""
21 de novembro de 2016,12:15,Declarações dos dois Chefes de Estado à imprensa,""
21 de novembro de 2016,20:00,"Jantar oferecido pelo Presidente da República em honra do Presidente da República Árabe do Egito
",Palácio Nacional da Ajuda
22 de novembro de 2016,12:30,"Sessão de Entrega de Prémios do 13.º Encontro Nacional de Inovação COTEC
","Convento do Beato, Lisboa"
22 de novembro de 2016,15:15,"Sessão de Abertura da Conferência “40 Anos da Constituição República Portuguesa: O papel dos Politécnicos na Democracia Portuguesa”
",Auditório da Escola Superior de Tecnologia da Saúde de Lisboa
23 de novembro de 2016,10:00,"Conferência do Jornal de Negócios “Que direção para Portugal e a Europa?”
","Grande Auditório do ISCTE-IUL, Lisboa"
23 de novembro de 2016,11:30,"Apresentação da Agenda Solidária IPO 2017 e visita ao serviço de Pediatria do IPO
","Instituto Português de Oncologia, Lisboa"
24 de novembro de 2016,09:30,"Sessão de Abertura do Congresso Internacional - Comemoração dos 50 anos do Código Civil
",Auditório da Faculdade de Direito da Universidade de Coimbra
25 de novembro de 2016,10:30,Receção do Presidente da República à Força Nacional Destacada na Standing NATO Maritime Group 1 e visita ao N.R.P. “Álvares Cabral”,""
25 de novembro de 2016,16:45,"Visita ao Centro Clínico Académico (2CA), uma parceira entre o Hospital de Braga e a Escola de Medicina da Universidade do Minho
",Hospital de Braga
25 de novembro de 2016,18:00,"Visita ao Laboratório Ibérico Internacional de Nanotecnologia (INL)
",Braga
25 de novembro de 2016,21:00,"I Fórum Missionário – Conferência “O que nos une a todos?”
","Auditório Vita, Braga"
26 de novembro de 2016,11:00,"Visita ao Hospital da Senhora da Oliveira - Guimarães, onde se inclui uma Sessão de Homenagem ao Dr. Fernando Alberto Ribeiro da Silva
",Hospital da Senhora da Oliveira - Guimarães
26 de novembro de 2016,18:00,"Cerimónia de Entrega do Prémio de Mérito de Gestor Hospitalar a Eduardo Barroso
","Centro de Cultura e Congressos da Secção Regional do Norte da Ordem dos Médicos (SRN-OM), Porto"
26 de novembro de 2016,20:30,"Cerimónia de entrega do 18.º Prémio do Jovem Empreendedor - ANJE
","Mosteiro de São Bento da Vitória, Porto"
27 de novembro de 2016,16:00,"Cerimónia Portugal Solidário 2016 - Entrega do Prémio Manuel António da Mota
","Palácio da Bolsa, Porto"
28 de novembro de 2016,"","Visita de Estado a Portugal de Suas Majestades os Reis de Espanha
 
28 a 30 de novembro de 2016",""
28 de novembro de 2016,11:00,"Chegada de Suas Majestades os Reis de Espanha à Praça da Liberdade

- Continência da escolta de honra",""
28 de novembro de 2016,11:10,"Chegada de Suas Majestades os Reis de Espanha à Câmara Municipal do Porto

- Honras Militares:
  - Hinos nacionais
  - Saudação à bandeira
  - Revista à guarda de honra

- Fotografia oficial
- Apresentação das comitivas
- Encontro do Presidente da República com os Reis de Espanha",""
28 de novembro de 2016,12:00,Sessão solene de boas vindas na Câmara Municipal do Porto,""
28 de novembro de 2016,20:30,"Jantar de Estado oferecido pelo Presidente da República em honra de Suas Majestades os Reis de Espanha
","Paço dos Duques de Bragança, Guimarães"
29 de novembro de 2016,"","Visita de Estado a Portugal de Suas Majestades os Reis de Espanha
 
28 a 30 de novembro de 2016",""
29 de novembro de 2016,12:30,"Almoço oferecido pelo Presidente da Câmara Municipal do Porto em honra de Suas Majestades os Reis de Espanha
","Palácio da Bolsa, Porto"
29 de novembro de 2016,19:00,"Audiência ao Presidente do Governo Regional dos Açores, Dr. Vasco Cordeiro",""
30 de novembro de 2016,10:00,"Abertura Solene do Ano Letivo da Academia da Força Aérea
","Academia da Força Aérea, Sintra"
30 de novembro de 2016,"","Visita de Estado a Portugal de Suas Majestades os Reis de Espanha
 
28 a 30 de novembro de 2016",""
30 de novembro de 2016,16:00,Visita de Suas Majestades os Reis de Espanha à Fundação Champalimaud,""
1 de outubro de 2016,16:15,"Visita à Casa do Artista comemorando o dia mundial da Música e o dia internacional das Pessoas Idosas
","Casa do Artista, entrada pelo Teatro Armando Cortez, Estrada da Pontinha, Lisboa"
3 de outubro de 2016,12:00,"Tomada de Posse do Presidente do Tribunal de Contas, Vítor Caldeira",""
3 de outubro de 2016,16:00,"Inauguração da nova Delegação da APELA - Associação Portuguesa de Esclerose Lateral Amiotrófica no Porto
","Centro Hospitalar Conde de Ferreira, Porto"
4 de outubro de 2016,12:00,Audiência coletiva aos Representantes das Empresas Portuguesas participantes no Web Summit 2016 em Lisboa,""
4 de outubro de 2016,15:00,"Inauguração do Museu da Música Mecânica
","Pinhal Novo, Palmela"
4 de outubro de 2016,19:00,"Inauguração do MAAT - Museu de Arte, Arquitetura e Tecnologia
","Central Tejo, Lisboa"
5 de outubro de 2016,11:00,"Cerimónia Comemorativa do 106.º Aniversário da Implantação da República
","Praça do Município, Lisboa"
5 de outubro de 2016,12:20,"Visita à Sede da Liga dos Combatentes
",Lisboa
5 de outubro de 2016,15:00,"Cerimónia Militar de Entrega de Espadas na Academia Militar
",Lisboa
5 de outubro de 2016,17:00,"Visita à Mercearia Social – Valor Humano
",Lisboa
5 de outubro de 2016,19:00,"Cerimónia de Imposição de Condecorações
",Palácio de Belém
6 de outubro de 2016,"","Visita ao Corpo de Fuzileiros
 
Escola de Fuzileiros, Barreiro",""
6 de outubro de 2016,11:00,"Chegada do Presidente da República à Escola de Fuzileiros no Barreiro
- Honras Militares pelo Corpo de Fuzileiros
- Revista às Forças em Parada
- Desfile do Corpo de Fuzileiros",""
6 de outubro de 2016,11:30,Visita ao Museu do Fuzileiro,""
6 de outubro de 2016,11:50,Apresentação sobre o Corpo de Fuzileiros,""
6 de outubro de 2016,12:10,Prova de destreza na Pista de Lodo efetuada por alunos do Curso de Fuzileiros,""
6 de outubro de 2016,12:20,"Visita a Dispositivo Operacional Estático
- Apresentação das Capacidades de Operações Especiais, Proteção de Força e Projeção de Força
- Fotografia de Grupo",""
6 de outubro de 2016,13:00,Almoço,""
6 de outubro de 2016,14:00,"Embarque do Presidente da República na Lancha de Ação Rápida do Destacamento de Ações Especiais
- Transito para a Base Naval de Lisboa e demonstração da Capacidade de Operações Especiais com abordagem a um navio",""
6 de outubro de 2016,14:30,Chegada à Base Naval de Lisboa e embarque no N.R.P. “Sagres”,""
6 de outubro de 2016,15:00,Reunião do Conselho Superior de Defesa Nacional a bordo do N.R.P. “Sagres”,""
7 de outubro de 2016,11:00,"Jornadas “Nos quarenta anos da CRP/76: Impacto e evolução da Constituição”
","Faculdade de Direito da Universidade Católica Portuguesa, Porto"
7 de outubro de 2016,14:00,"Inauguração do Pólo Zero da Federação Académica do Porto (FAP)
","Passeio dos Clérigos, Porto"
7 de outubro de 2016,15:30,"Visita à Faculdade de Ciências da Universidade do Porto no seu 105.º Aniversário
","Edifício FC2 da FCUP, Porto"
10 de outubro de 2016,11:00,"Comemoração do 10º aniversário da Bolsa do Voluntariado – Entrajuda
","Avenida de Ceuta, Lisboa"
10 de outubro de 2016,16:00,"Inauguração das novas instalações da União Geral de Trabalhadores (UGT)
","Rua Vitorino Nemésio, Lisboa"
11 de outubro de 2016,14:00,"Cerimónia de encerramento da Participação da Polícia Marítima na Operação “Poseidon” da agência FRONTEX
","Museu de Marinha, Lisboa"
12 de outubro de 2016,12:00,"Audiência ao Secretário de Estado da Santa Sé, Cardeal Pietro Parolin",""
12 de outubro de 2016,15:30,"Sessão de Abertura da Comemoração do 25.º aniversário do Conselho Económico e Social
","Fundação Calouste Gulbenkian, Lisboa"
13 de outubro de 2016,14:00,"Abertura Solene do Ano Letivo do Instituto dos Pupilos do Exército
",Lisboa
13 de outubro de 2016,19:15,"Sessão de Encerramento do Seminário “Portugal - Uma Estratégia para o Crescimento” do Fórum para a Competitividade
","Centro Cultural de Belém, Lisboa"
14 de outubro de 2016,15:00,"Visita ao Centro Helen Keller, por ocasião do Dia da Bengala Branca
",Lisboa
14 de outubro de 2016,16:30,"Fórum Internacional “20 Anos da Rede de Bibliotecas Escolares”
","Fundação Calouste Gulbenkian, Lisboa"
16 de outubro de 2016,"","Visita de Estado do Presidente da República à Suíça
 
Genebra e Berna, 16 a 18 de outubro 2016",""
16 de outubro de 2016,17:00,Receção oferecida pelo Presidente da República à Comunidade Portuguesa na Suíça no Centre sportif des Vernets em Genebra,""
17 de outubro de 2016,"","Visita de Estado do Presidente da República à Suíça
 
Genebra e Berna, 16 a 18 de outubro 2016",""
17 de outubro de 2016,09:30,"Encontro com o Presidente da Confederação Suíça, Johann Schneider-Ammann",""
17 de outubro de 2016,10:00,Visita ao Campus Biotech e Human Brain Project,""
17 de outubro de 2016,12:00,Partida do Presidente da República e do Presidente da Confederação Suíça de comboio com destino a Berna,""
17 de outubro de 2016,14:00,Chegada a Berna,""
17 de outubro de 2016,15:30,Chegada do Presidente da República à Place Fédérale em Berna,""
17 de outubro de 2016,16:00,Discurso do Presidente da República perante o Parlamento Suíço,""
17 de outubro de 2016,16:45,Encontro do Presidente da República com o Presidente da Confederação Suíça,""
17 de outubro de 2016,17:45,Conferência de Imprensa,""
17 de outubro de 2016,20:00,Jantar em honra do Presidente da República oferecido pelo Conselho Federal,""
18 de outubro de 2016,"","Visita de Estado do Presidente da República à Suíça
 
Genebra e Berna, 16 a 18 de outubro 2016",""
18 de outubro de 2016,10:00,"Visita da empresa Rondo SA, em Burgdorf",""
18 de outubro de 2016,12:00,Almoço em honra do Presidente da República oferecido pelo Presidente da Confederação Suíça,""
19 de outubro de 2016,"",O Presidente da República recebe as cartas credenciais de novos Embaixadores em Portugal:,""
19 de outubro de 2016,11:00,"Embaixador da Polónia, Jacek Marek Junosza Kisielewski",""
19 de outubro de 2016,11:25,"Embaixador de França, Jean-Michel Casa",""
19 de outubro de 2016,11:50,"Embaixador da Noruega, Anders Erdal",""
19 de outubro de 2016,12:15,"Embaixador do Brasil, Luiz Alberto Figueiredo Machado",""
19 de outubro de 2016,12:40,"Embaixadora da Finlândia, Senhora Tarja Laitiainen",""
19 de outubro de 2016,17:00,"Sessão de Encerramento do Fórum “Um novo futuro” – Braga’16 Capital Ibero-Americana da Juventude
","Salão Medieval da Reitoria da Universidade do Minho, Braga"
19 de outubro de 2016,18:00,"“Meeting Juventude” com a participação de Universitários, Empreendedores e Cientistas de Braga
","BlackBox do Edifício GNRation, Braga"
20 de outubro de 2016,"","Presidente da República recebe, em audiência, os partidos com assento parlamentar",""
20 de outubro de 2016,14:00,Pessoas-Animais-Natureza (PAN),""
20 de outubro de 2016,15:00,Partido Ecologista “Os Verdes” (PEV),""
20 de outubro de 2016,16:00,Partido Comunista Português (PCP),""
20 de outubro de 2016,17:00,CDS - Partido Popular (CDS-PP),""
20 de outubro de 2016,20:00,"Audiência ao Presidente do Parlamento Nacional de Timor-Leste, Adérito Hugo da Costa",""
21 de outubro de 2016,11:00,"Sessão Solene de Abertura do III Congresso Internacional do CADIn
","ISCTE, Lisboa"
21 de outubro de 2016,"","Presidente da República recebe, em audiência, os partidos com assento parlamentar",""
21 de outubro de 2016,14:00,Bloco de Esquerda (B.E.),""
21 de outubro de 2016,15:00,Partido Socialista (PS),""
21 de outubro de 2016,16:00,Partido Social Democrata (PPD/PSD),""
24 de outubro de 2016,14:30,"Abertura Solene do Ano Letivo do Colégio Militar
",Lisboa
26 de outubro de 2016,"","Visita de Estado do Presidente da República a Cuba
 
Havana, 26 e 27 de outubro 2016",""
26 de outubro de 2016,09:00,Passeio pelo Centro Histórico de Havana,""
26 de outubro de 2016,10:30,Visita à “Guardería Padre Usera”,""
26 de outubro de 2016,12:00,Inauguração da Biblioteca “Eça de Queirós”,""
26 de outubro de 2016,13:00,Almoço de encerramento do Fórum Empresarial Portugal-Cuba,""
26 de outubro de 2016,17:30,Cerimónia de deposição de coroa de flores no monumento nacional dedicado a José Marti na Praça da Revolução,""
26 de outubro de 2016,18:00,"Encontro com o Presidente do Conselho de Estado e Conselho de Ministros, Raúl Castro",""
26 de outubro de 2016,19:00,"Jantar Oficial em honra do Presidente da República, oferecido pelo Presidente Raúl Castro no Palácio da Revolução",""
27 de outubro de 2016,"","Visita de Estado do Presidente da República a Cuba
 
Havana, 26 e 27 de outubro 2016",""
27 de outubro de 2016,10:00, Visita à fábrica de charutos Cohiba,""
27 de outubro de 2016,11:15,Conferência do Presidente da República na Universidade de Havana com o tema: “Portugal e a América Latina”,""
27 de outubro de 2016,13:00,Receção à comunidade Lusófona,""
27 de outubro de 2016,15:30,Visita à Fábrica de Arte Cubano - Exposição de filigrana portuguesa,""
28 de outubro de 2016,"","Participação do Presidente da República na XXV Cimeira Ibero-Americana  Juventude, Empreendedorismo e Educação
 
Cartagena das Índias, Colômbia, 28 e 29 de Outubro de 2016",""
28 de outubro de 2016,11:00,"Reunião bilateral com o Presidente da República da Colômbia, Juan Manuel Santos",""
28 de outubro de 2016,11:45,Visita ao centro histórico de Cartagena com o Historiador Gustavo Bustamante Patrón,""
28 de outubro de 2016,14:45,Encontro com empresários,""
28 de outubro de 2016,15:30,"Reunião bilateral com o Presidente da República do Peru, Pedro Pablo Kuczynski",""
28 de outubro de 2016,16:00,"Debate Presidencial com participantes no Fórum Empresarial Ibero-Americano, com a presença dos Presidentes do México, Colômbia, Chile e BID - Banco Interamericano de Desenvolvimento",""
28 de outubro de 2016,20:00,Jantar oficial de Chefes de Estado e de Governo da XXV Cimeira Ibero-Americana,""
29 de outubro de 2016,"","Participação do Presidente da República na XXV Cimeira Ibero-Americana  Juventude, Empreendedorismo e Educação
 
Cartagena das Índias, Colômbia, 28 e 29 de Outubro de 2016",""
29 de outubro de 2016,09:30,Chegada do Presidente da República ao Centro de Convenções de Cartagena,""
29 de outubro de 2016,10:00,Sessão de abertura da XXV Cimeira Ibero-Americana,""
29 de outubro de 2016,10:20,I Sessão Plenária de Chefes de Estado e de Governo,""
29 de outubro de 2016,13:00,Fotografia oficial de Chefes de Estado e de Governo,""
29 de outubro de 2016,13:15,Almoço de trabalho de Chefes de Estado e de Governo e Ministros dos Negócios Estrangeiros,""
29 de outubro de 2016,14:45,II Sessão Plenária de Chefes de Estado e de Governo,""
29 de outubro de 2016,17:00,"Sessão de encerramento da XXV Cimeira Ibero-Americana
- Assinatura da declaração de Cartagena",""
